variable,exposure_type,exposure_value,exposure_probability,lag_window,reference_value,RR,model_key,specification_order
PM10,mavg,66.9000009968877,0.46,9,70.7666677211722,1.00052890390032,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,10,70.7666677211722,1.00123283452267,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,0,70.7666677211722,1.00025835421568,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,1,70.7666677211722,1.00010271657228,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,2,70.7666677211722,0.999960178964726,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,3,70.7666677211722,0.9998438100958,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,4,70.7666677211722,0.999766674122366,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,5,70.7666677211722,0.999741834929714,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,6,70.7666677211722,0.999778004263594,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,7,70.7666677211722,0.999866472254998,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,8,70.7666677211722,0.999994176352538,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,9,70.7666677211722,1.00014805314105,PM10__mavg,16
PM10,mavg,69.8000010401011,0.49,10,70.7666677211722,1.00031503406701,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,0,70.7666677211722,0.999568859662925,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,1,70.7666677211722,0.999853752562862,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,2,70.7666677211722,1.00011331403933,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,3,70.7666677211722,1.00032210639635,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,4,70.7666677211722,1.0004546765157,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,5,70.7666677211722,1.00048557200268,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,6,70.7666677211722,1.00039783694105,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,7,70.7666677211722,1.0002084455395,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,8,70.7666677211722,0.999942863181933,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,9,70.7666677211722,0.999626550190451,PM10__mavg,16
PM10,mavg,72.7700010843575,0.52,10,70.7666677211722,0.999284945684783,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,0,70.7666677211722,0.99916727902609,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,1,70.7666677211722,0.999794571156938,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,2,70.7666677211722,1.00036223447879,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,3,70.7666677211722,1.000810117494,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,4,70.7666677211722,1.00107799348798,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,5,70.7666677211722,1.00110565060405,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,6,70.7666677211722,1.00085303461163,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,7,70.7666677211722,1.00036037067217,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,8,70.7666677211722,0.999687991914837,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,9,70.7666677211722,0.998896192154703,PM10__mavg,16
PM10,mavg,75.816667796423,0.55,10,70.7666677211722,0.998045135932741,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,0,70.7666677211722,0.999042715216903,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,1,70.7666677211722,0.999921678706918,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,2,70.7666677211722,1.00071007476575,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,3,70.7666677211722,1.0013162919367,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,4,70.7666677211722,1.00164857207878,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,5,70.7666677211722,1.00161521894957,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,6,70.7666677211722,1.00115534907209,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,7,70.7666677211722,1.00033041594826,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,8,70.7666677211722,0.999232519929043,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,9,70.7666677211722,0.997953642268443,PM10__mavg,16
PM10,mavg,79.0000011771918,0.58,10,70.7666677211722,0.996585437123989,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,0,70.7666677211722,0.999189717928077,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,1,70.7666677211722,1.00022795619626,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,2,70.7666677211722,1.001148418131,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,3,70.7666677211722,1.00183184044011,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,4,70.7666677211722,1.00215876162489,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,5,70.7666677211722,1.00200987508037,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,6,70.7666677211722,1.00130614516828,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,7,70.7666677211722,1.00012788895504,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,8,70.7666677211722,0.998595320856941,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,9,70.7666677211722,0.996828402615625,PM10__mavg,16
PM10,mavg,82.2777790038122,0.61,10,70.7666677211722,0.994946491904953,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,0,70.7666677211722,0.999596679278956,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,1,70.7666677211722,1.0007080290815,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,2,70.7666677211722,1.00167766440098,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,3,70.7666677211722,1.00236212331473,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,4,70.7666677211722,1.00261773595193,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,5,70.7666677211722,1.00230113505936,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,6,70.7666677211722,1.00131759906929,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,7,70.7666677211722,0.999764197989642,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,8,70.7666677211722,0.997785961746028,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,9,70.7666677211722,0.995527474804466,PM10__mavg,16
PM10,mavg,85.7000012770295,0.64,10,70.7666677211722,0.993132369369414,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,0,70.7666677211722,1.00028007032972,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,1,70.7666677211722,1.00138093255384,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,2,70.7666677211722,1.00231859634822,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,3,70.7666677211722,1.00292809123244,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,4,70.7666677211722,1.00304428870461,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,5,70.7666677211722,1.0025025771177,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,6,70.7666677211722,1.00119454141098,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,7,70.7666677211722,0.999232435997691,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,8,70.7666677211722,0.996783589138808,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,9,70.7666677211722,0.99401462121317,PM10__mavg,16
PM10,mavg,89.427274059843,0.67,10,70.7666677211722,0.991090776918754,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,0,70.7666677211722,1.00124651591947,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,1,70.7666677211722,1.00225133365046,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,2,70.7666677211722,1.00307418475609,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,3,70.7666677211722,1.00353156111424,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,4,70.7666677211722,1.00343992062258,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,5,70.7666677211722,1.0026165221314,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,6,70.7666677211722,1.00094144637028,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,7,70.7666677211722,0.998540377798713,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,8,70.7666677211722,0.995600134581932,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,9,70.7666677211722,0.992306494319582,PM10__mavg,16
PM10,mavg,93.5125013934448,0.7,10,70.7666677211722,0.98884337094058,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,0,70.7666677211722,1.00249652433979,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,1,70.7666677211722,1.00332178013175,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,2,70.7666677211722,1.00394910677238,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,3,70.7666677211722,1.00417947819727,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,4,70.7666677211722,1.00381403927476,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,5,70.7666677211722,1.00265508783296,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,6,70.7666677211722,1.00057341611722,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,7,70.7666677211722,0.99770633792731,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,8,70.7666677211722,0.994257284836045,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,9,70.7666677211722,0.990428248882754,PM10__mavg,16
PM10,mavg,98.0666681279739,0.73,10,70.7666677211722,0.986418818595493,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,0,70.7666677211722,1.00391732835269,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,1,70.7666677211722,1.0045056449912,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,2,70.7666677211722,1.00488353264061,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,3,70.7666677211722,1.00483998899731,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,4,70.7666677211722,1.00416444591655,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,5,70.7666677211722,1.00264787298457,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,6,70.7666677211722,1.00015423230683,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,7,70.7666677211722,0.996830191996885,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,8,70.7666677211722,0.992892292374159,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,9,70.7666677211722,0.988555207828097,PM10__mavg,16
PM10,mavg,102.950001534075,0.76,10,70.7666677211722,0.984030668361145,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,0,70.7666677211722,1.00547736854667,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,1,70.7666677211722,1.00578450985025,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,2,70.7666677211722,1.00587204489799,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,3,70.7666677211722,1.00552029309656,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,4,70.7666677211722,1.004510312573,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,5,70.7666677211722,1.00262509593081,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,6,70.7666677211722,0.999724008804538,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,7,70.7666677211722,0.995960889595362,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,8,70.7666677211722,0.991562069855079,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,9,70.7666677211722,0.986751583460029,PM10__mavg,16
PM10,mavg,108.310001613945,0.79,10,70.7666677211722,0.981750003365009,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,0,70.7666677211722,1.00720280274226,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,1,70.7666677211722,1.00717469929673,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,2,70.7666677211722,1.00692227606102,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,3,70.7666677211722,1.00622153722024,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,4,70.7666677211722,1.00484955996119,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,5,70.7666677211722,1.00258573684193,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,6,70.7666677211722,0.999287697299464,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,7,70.7666677211722,0.995113451107935,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,8,70.7666677211722,0.990294645321242,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,9,70.7666677211722,0.985060225200726,PM10__mavg,16
PM10,mavg,114.266668369372,0.82,10,70.7666677211722,0.979635231149821,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,0,70.7666677211722,1.00914282806834,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,1,70.7666677211722,1.00870712583272,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,2,70.7666677211722,1.00804872899275,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,3,70.7666677211722,1.00694543511292,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,4,70.7666677211722,1.00517645838288,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,5,70.7666677211722,1.00252365080876,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,6,70.7666677211722,0.998846801848201,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,7,70.7666677211722,0.994303771710675,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,8,70.7666677211722,0.989125163464522,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,9,70.7666677211722,0.983538551868006,PM10__mavg,16
PM10,mavg,121.000001803041,0.85,10,70.7666677211722,0.97776730623456,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,0,70.7666677211722,1.01136840469898,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,1,70.7666677211722,1.01042481239353,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,2,70.7666677211722,1.00926957568954,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,3,70.7666677211722,1.00769123030621,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,4,70.7666677211722,1.00548003910612,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,5,70.7666677211722,1.00242909587519,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,6,70.7666677211722,0.998405924561081,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,7,70.7666677211722,0.993561767087133,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,8,70.7666677211722,0.988116769838447,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,9,70.7666677211722,0.982287882856566,PM10__mavg,16
PM10,mavg,128.771430490272,0.88,10,70.7666677211722,0.976287800706504,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,0,70.7666677211722,1.01400682896521,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,1,70.7666677211722,1.01240485214638,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,2,70.7666677211722,1.01061730406241,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,3,70.7666677211722,1.00845747692823,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,4,70.7666677211722,1.00574057772849,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,5,70.7666677211722,1.00228458496764,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,6,70.7666677211722,0.997973344461664,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,7,70.7666677211722,0.992941193321724,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,8,70.7666677211722,0.987382980625945,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,9,70.7666677211722,0.981490485505319,PM10__mavg,16
PM10,mavg,138.050002057105,0.91,10,70.7666677211722,0.975451598669618,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,0,70.7666677211722,1.01747345043931,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,1,70.7666677211722,1.01491265942745,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,2,70.7666677211722,1.01222248165566,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,3,70.7666677211722,1.00926854562798,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,4,70.7666677211722,1.0059182181893,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,5,70.7666677211722,1.0020410419709,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,6,70.7666677211722,0.997553960231409,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,7,70.7666677211722,0.992554094292846,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,8,70.7666677211722,0.987181820340697,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,9,70.7666677211722,0.98157516819052,PM10__mavg,16
PM10,mavg,150.35000224039,0.94,10,70.7666677211722,0.975869405239647,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,0,70.7666677211722,1.02288490749667,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,1,70.7666677211722,1.01861182303112,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,2,70.7666677211722,1.01434855151793,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,3,70.7666677211722,1.01008711529135,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,4,70.7666677211722,1.00581967122528,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,5,70.7666677211722,1.00153851088546,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,6,70.7666677211722,0.99723869533465,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,7,70.7666677211722,0.992925867299444,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,8,70.7666677211722,0.98860818961609,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,9,70.7666677211722,0.984293687772174,PM10__mavg,16
PM10,mavg,169.800002530217,0.97,10,70.7666677211722,0.979990249827854,PM10__mavg,16
O3,lag,15.3000002279878,0.01,0,85.1000012680888,1.01269695362645,O3__lag,17
O3,lag,15.3000002279878,0.01,1,85.1000012680888,1.004726291141,O3__lag,17
O3,lag,15.3000002279878,0.01,2,85.1000012680888,0.997451701382264,O3__lag,17
O3,lag,15.3000002279878,0.01,3,85.1000012680888,0.991488485464523,O3__lag,17
O3,lag,15.3000002279878,0.01,4,85.1000012680888,0.987440670012798,O3__lag,17
O3,lag,15.3000002279878,0.01,5,85.1000012680888,0.985911036086763,O3__lag,17
O3,lag,15.3000002279878,0.01,6,85.1000012680888,0.98730588115653,O3__lag,17
O3,lag,15.3000002279878,0.01,7,85.1000012680888,0.991217821146633,O3__lag,17
O3,lag,15.3000002279878,0.01,8,85.1000012680888,0.997043290953062,O3__lag,17
O3,lag,15.3000002279878,0.01,9,85.1000012680888,1.00417780985937,O3__lag,17
O3,lag,15.3000002279878,0.01,10,85.1000012680888,1.01200596019313,O3__lag,17
O3,lag,26.1000003889203,0.04,0,85.1000012680888,0.996406066787118,O3__lag,17
O3,lag,26.1000003889203,0.04,1,85.1000012680888,0.995973208106513,O3__lag,17
O3,lag,26.1000003889203,0.04,2,85.1000012680888,0.995669002857396,O3__lag,17
O3,lag,26.1000003889203,0.04,3,85.1000012680888,0.995621792544437,O3__lag,17
O3,lag,26.1000003889203,0.04,4,85.1000012680888,0.995960043553149,O3__lag,17
O3,lag,26.1000003889203,0.04,5,85.1000012680888,0.996812761768633,O3__lag,17
O3,lag,26.1000003889203,0.04,6,85.1000012680888,0.998267137417835,O3__lag,17
O3,lag,26.1000003889203,0.04,7,85.1000012680888,1.00023975564689,O3__lag,17
O3,lag,26.1000003889203,0.04,8,85.1000012680888,1.00260430241504,O3__lag,17
O3,lag,26.1000003889203,0.04,9,85.1000012680888,1.00523382115406,O3__lag,17
O3,lag,26.1000003889203,0.04,10,85.1000012680888,1.00800029272529,O3__lag,17
O3,lag,32.700000487268,0.07,0,85.1000012680888,0.98831490959956,O3__lag,17
O3,lag,32.700000487268,0.07,1,85.1000012680888,0.991639441035993,O3__lag,17
O3,lag,32.700000487268,0.07,2,85.1000012680888,0.994845762591439,O3__lag,17
O3,lag,32.700000487268,0.07,3,85.1000012680888,0.997802879081729,O3__lag,17
O3,lag,32.700000487268,0.07,4,85.1000012680888,1.00037839666327,O3__lag,17
O3,lag,32.700000487268,0.07,5,85.1000012680888,1.00243893774124,O3__lag,17
O3,lag,32.700000487268,0.07,6,85.1000012680888,1.00389425132503,O3__lag,17
O3,lag,32.700000487268,0.07,7,85.1000012680888,1.00482880971037,O3__lag,17
O3,lag,32.700000487268,0.07,8,85.1000012680888,1.00537190068499,O3__lag,17
O3,lag,32.700000487268,0.07,9,85.1000012680888,1.00565367061679,O3__lag,17
O3,lag,32.700000487268,0.07,10,85.1000012680888,1.00580470109458,O3__lag,17
O3,lag,37.900000564754,0.1,0,85.1000012680888,0.983230647900279,O3__lag,17
O3,lag,37.900000564754,0.1,1,85.1000012680888,0.988941050477295,O3__lag,17
O3,lag,37.900000564754,0.1,2,85.1000012680888,0.99438824650501,O3__lag,17
O3,lag,37.900000564754,0.1,3,85.1000012680888,0.999269704943772,O3__lag,17
O3,lag,37.900000564754,0.1,4,85.1000012680888,1.00327779647386,O3__lag,17
O3,lag,37.900000564754,0.1,5,85.1000012680888,1.0061019777756,O3__lag,17
O3,lag,37.900000564754,0.1,6,85.1000012680888,1.00753199529812,O3__lag,17
O3,lag,37.900000564754,0.1,7,85.1000012680888,1.00776207858453,O3__lag,17
O3,lag,37.900000564754,0.1,8,85.1000012680888,1.00709147344682,O3__lag,17
O3,lag,37.900000564754,0.1,9,85.1000012680888,1.00582166708568,O3__lag,17
O3,lag,37.900000564754,0.1,10,85.1000012680888,1.00425414990614,O3__lag,17
O3,lag,42.4000006318092,0.13,0,85.1000012680888,0.979898702054841,O3__lag,17
O3,lag,42.4000006318092,0.13,1,85.1000012680888,0.987204024468136,O3__lag,17
O3,lag,42.4000006318092,0.13,2,85.1000012680888,0.994153343765916,O3__lag,17
O3,lag,42.4000006318092,0.13,3,85.1000012680888,1.00032538368909,O3__lag,17
O3,lag,42.4000006318092,0.13,4,85.1000012680888,1.00529003634395,O3__lag,17
O3,lag,42.4000006318092,0.13,5,85.1000012680888,1.00861255472282,O3__lag,17
O3,lag,42.4000006318092,0.13,6,85.1000012680888,1.00999854425847,O3__lag,17
O3,lag,42.4000006318092,0.13,7,85.1000012680888,1.00971783779729,O3__lag,17
O3,lag,42.4000006318092,0.13,8,85.1000012680888,1.00818791306962,O3__lag,17
O3,lag,42.4000006318092,0.13,9,85.1000012680888,1.00582956204057,O3__lag,17
O3,lag,42.4000006318092,0.13,10,85.1000012680888,1.00306258359996,O3__lag,17
O3,lag,46.7000006958842,0.16,0,85.1000012680888,0.977753105770601,O3__lag,17
O3,lag,46.7000006958842,0.16,1,85.1000012680888,0.986129095010299,O3__lag,17
O3,lag,46.7000006958842,0.16,2,85.1000012680888,0.994087192686041,O3__lag,17
O3,lag,46.7000006958842,0.16,3,85.1000012680888,1.00112304838408,O3__lag,17
O3,lag,46.7000006958842,0.16,4,85.1000012680888,1.00672036609473,O3__lag,17
O3,lag,46.7000006958842,0.16,5,85.1000012680888,1.01035687217388,O3__lag,17
O3,lag,46.7000006958842,0.16,6,85.1000012680888,1.01167896658323,O3__lag,17
O3,lag,46.7000006958842,0.16,7,85.1000012680888,1.01100939798122,O3__lag,17
O3,lag,46.7000006958842,0.16,8,85.1000012680888,1.00884879016598,O3__lag,17
O3,lag,46.7000006958842,0.16,9,85.1000012680888,1.00570182389583,O3__lag,17
O3,lag,46.7000006958842,0.16,10,85.1000012680888,1.00207109657467,O3__lag,17
O3,lag,50.800000756979,0.19,0,85.1000012680888,0.976748496496951,O3__lag,17
O3,lag,50.800000756979,0.19,1,85.1000012680888,0.985692797997214,O3__lag,17
O3,lag,50.800000756979,0.19,2,85.1000012680888,0.994183964526161,O3__lag,17
